-83,-17,0,-5,-3,0,-1,-10
29,9,-14,-11,-7,-4,-2,-6
-66,-18,2,0,1,-3,-3,-2
48,16,1,2,2,0,1,2
39,1,-6,-2,-2,-4,-3,-5
-54,-7,2,3,-2,0,4,4
85,-9,-1,-2,-3,4,0,5
-17,19,6,2,0,-7,0,-3
-1,-4,0,3,2,-1,-3,-6
-15,-11,-6,-1,-3,-42,-1,-1
17,9,-2,-2,0,31,1,10
-23,-14,-4,-6,-4,7,-4,-1
67,18,-2,-2,-1,5,0,4
2,-6,1,1,0,-1,-1,-3
32,3,2,1,0,-16,1,6
-38,-6,-1,0,1,-3,-1,-8
-48,2,3,-1,-1,0,1,4
66,-4,-2,0,-2,10,-3,-5
0,11,-1,-3,-1,-7,-1,-2
25,2,-4,-1,-2,1,-2,1
-32,-1,1,0,-2,-8,-1,-7
-23,2,2,1,1,8,0,-3
17,-7,-6,-2,-3,-6,5,-4
-41,2,1,0,1,-1,-8,-1
3,-2,0,-1,-1,-9,1,6
34,8,-2,-1,2,6,3,4
-5,-47,0,1,-2,-4,-4,-3
-15,30,-4,0,-1,-12,0,-2
14,-11,0,-3,-2,0,-3,-12
-18,17,1,-4,-1,9,0,6
-59,-2,-6,-4,-1,-10,-4,-14
58,-25,0,3,-1,8,4,16
-59,-9,4,6,0,1,-3,-5
65,7,-1,5,-1,-3,0,7
-80,-10,-9,-16,-4,-2,-6,-15
31,4,1,-3,-2,0,2,5
-19,19,-3,-3,-1,1,-1,1
67,-15,2,2,0,4,-2,6
-22,24,7,9,1,-5,1,-2
-21,-18,-6,-5,-1,0,-2,-6
-13,-2,-4,-6,-1,-1,1,0
-8,-8,-7,-3,-2,0,-6,-5
4,-12,3,4,1,1,-1,1
-72,-3,-4,-3,-2,-4,-1,-4
93,12,-1,-3,-4,-22,-1,-1
-70,13,6,-1,0,49,2,-5
49,4,1,2,0,3,0,15
23,9,3,3,1,2,4,12
-97,-22,-2,0,-2,6,-6,-9
4,15,-3,-5,-4,-5,-2,0
24,10,2,0,0,-13,0,-5
43,-27,-5,0,-1,1,-4,-3
35,26,-1,-5,-2,-2,5,13
78,-25,-11,-6,-4,-11,-2,-3
-77,9,1,2,0,5,1,-1
-25,-17,-2,-3,-1,-8,-3,-12
12,9,3,4,2,4,-2,-1
-99,-18,-6,-3,-3,-9,-2,-5
10,14,5,4,0,1,-1,-4
0,16,6,-4,-2,-2,1,7
-9,-21,-18,-7,-2,0,-3,-10
-31,5,6,1,1,0,1,4
116,0,-2,-1,-1,-4,3,16
-4,-14,-1,-1,-3,-2,-3,-7
-56,-5,-1,2,-2,2,-1,-7
11,18,-2,-3,-4,-12,-1,3
-96,-11,-7,-1,-3,-1,-3,-9
55,-5,-1,-1,0,0,0,4
-28,2,8,-1,3,2,0,1
-34,-16,-8,0,0,-6,-5,-12
-51,6,2,8,-1,-1,-2,-9
-33,12,0,0,0,2,2,2
60,-18,-13,-16,-7,-3,-4,-7
-70,11,11,4,0,2,4,5
-18,-23,-8,-9,-3,-2,-5,-4
68,4,3,4,2,-3,-1,-3
-62,3,1,1,-1,-2,-3,-15
-9,16,12,7,5,-1,6,4
25,-15,-3,0,-2,11,1,11
-61,0,-9,-3,-3,-10,-2,-9
80,-11,-2,-3,-2,-1,-1,10
-72,-14,-6,-5,-1,-4,-3,-9
47,29,12,2,1,-1,-3,-8
59,-17,-7,-4,0,4,0,2
-45,3,7,6,1,2,4,13
12,-8,-5,-4,-2,-5,-4,-6
20,-17,-15,-7,-4,-3,-2,-1
3,45,5,4,0,4,1,-1
