,0,1,2,3,4,5,6,7
0,-1,-1,-1,-2,-1,0,-2,-2
1,-1,0,1,-1,-3,-1,-2,0
2,1,0,-2,-1,0,-2,-1,-3
3,-3,-1,-3,-2,-1,-3,1,-1
4,0,-2,-3,-3,-2,-1,-1,-1
5,-1,-1,-1,-1,-1,0,-2,-1
6,0,-3,0,-2,-1,-1,0,0
7,0,-1,-1,-1,-2,-1,0,1
8,0,-1,1,0,0,0,0,-1
9,0,-2,-2,1,0,-3,0,-2
10,-1,0,0,0,-1,-2,-2,-1
11,0,-2,-1,-1,0,-3,-1,-1
12,-2,-1,-3,-1,-2,-1,-1,-1
13,0,-2,-2,-1,-1,-1,0,-2
14,-2,-2,-1,0,-3,0,-2,-1
15,-2,-1,-1,-1,0,-1,-1,1
16,-1,0,1,1,-1,-1,0,0
17,-2,-3,-1,-1,1,-1,0,-1
18,-1,-1,-1,1,-2,-1,-1,-1
19,-3,-1,-2,-1,-2,1,-1,-3
20,-2,-1,0,-2,-2,0,-1,0
21,-3,1,0,0,-2,-1,0,-1
22,-1,-1,1,-1,2,-2,1,0
23,-1,-1,-2,0,-1,-1,0,0
24,-2,-2,-3,0,-1,-1,-2,-2
25,1,-1,-1,-1,-2,0,-1,-1
26,-1,-2,-1,-2,-1,1,-2,-2
27,0,1,-1,0,-2,-1,0,-1
28,-1,-1,-1,-1,-1,-2,-1,0
29,-2,0,0,-2,-2,-1,-2,-1
30,-2,-2,-1,-2,-2,-1,-2,-1
31,0,-3,1,-3,-2,-1,-1,-1
32,-1,-1,1,0,-1,-3,-1,-1
33,-3,0,-1,-1,-1,-2,-1,0
34,0,-1,-1,0,-1,-1,-2,-2
35,-1,-2,-2,-2,0,-2,-2,-2
36,0,0,0,-1,-1,0,1,-2
37,0,-1,-2,-1,-1,1,-1,-1
38,-2,-1,-2,-2,-3,0,-1,-1
39,0,-2,-1,-2,-2,-1,0,0
40,0,-1,-1,-2,0,-1,0,-1
41,-1,-1,0,0,0,-2,0,0
42,-2,-1,0,-1,-1,-2,-3,-1
43,-2,-1,-1,-1,-1,-1,-3,-1
44,0,-2,-3,-2,0,-2,-1,-1
45,-1,0,-2,-2,-2,-1,-2,0
46,-2,-3,0,0,0,-2,-1,-1
47,-1,-3,-1,0,-2,-1,-1,-3
48,-1,-2,-1,-1,0,0,-1,0
49,-2,-2,-1,-2,-2,-1,-2,-2
50,0,-2,-1,-1,-2,-1,-1,0
51,-1,-1,-2,-1,0,-2,-2,0
52,-2,-2,1,1,-2,-1,-1,-2
53,0,-1,-1,-1,-1,0,-2,-1
