50,11,-4,1,2,9,30,78
-35,-20,-5,-2,-3,-4,3,-10
14,23,11,1,-4,-5,-25,-17
-3,-13,8,1,1,2,4,-12
30,12,6,-2,1,1,2,33
-11,-29,-12,3,0,3,0,3
-38,-6,-17,-3,0,-1,-12,-25
-4,-5,9,0,-1,3,30,22
-28,-8,-1,-1,-4,-5,-21,-44
7,6,2,0,5,8,22,18
-3,-10,-9,-3,-2,-5,-9,-14
-5,0,-6,-2,-1,-4,-12,9
7,3,-1,-2,-1,-1,6,10
-9,3,-3,-2,-1,-1,2,-13
13,-14,-2,-1,-4,1,4,14
-13,5,4,3,6,7,1,2
-5,-18,-2,-3,-4,-5,-6,3
30,13,11,-1,-5,-7,-1,10
-31,7,9,3,5,3,-11,-46
26,-4,-6,-3,0,-1,5,36
-44,-1,-5,-2,-1,0,-6,-33
26,-17,-7,-5,-3,0,8,32
-4,-7,-3,-1,2,5,19,34
14,7,-18,-2,-2,-2,-16,-31
-11,-20,-13,-2,-2,-1,-3,-26
13,9,-9,-2,-6,-11,-20,-7
15,9,-9,-3,0,0,7,14
-57,-3,-2,-2,-3,-1,12,4
-7,2,-1,1,-1,-4,2,19
-13,2,5,5,3,1,-16,-14
13,-6,0,-4,-3,2,18,11
-1,-3,0,-1,-2,-5,-6,4
-15,8,-4,0,3,1,3,8
-45,-6,3,-2,-2,2,0,-64
18,15,3,3,2,-2,-15,22
8,-2,19,-1,-3,-2,-3,5
5,0,6,-2,-4,0,16,22
2,6,-6,-2,-1,-4,-15,-15
39,-2,-3,-3,-2,5,20,29
-19,2,0,-1,-1,-9,-9,-13
22,1,-3,1,0,1,-12,-17
-3,0,-1,-3,-2,0,7,7
-15,-3,-4,1,-2,0,4,-12
11,5,1,-1,0,0,-3,20
25,-9,10,-4,-3,-5,-9,-9
-16,27,-6,-1,3,2,9,-1
-18,-27,-5,-3,0,-2,-6,5
2,5,19,0,0,3,5,-15
33,7,1,0,-2,-3,-8,-18
-5,-13,-8,-1,-3,-1,5,23
-24,-10,2,-2,0,2,2,-4
1,17,-6,-4,-5,-5,-14,-4
-19,-4,1,-2,-1,1,-1,-23
1,0,4,1,2,3,14,12
-36,-1,-7,-1,-3,-7,-9,-5
4,-15,-3,2,1,0,1,-6
-7,-1,-2,-1,0,0,-2,0
-6,5,3,-2,-5,-8,-16,-5
41,-4,2,-2,-1,0,4,-1
-14,-24,-16,-4,-5,-8,-17,-27
17,18,3,-2,0,-1,11,33
-4,-7,-15,0,1,1,-2,-8
21,9,13,1,-2,-3,0,27
11,-5,-16,-3,-1,3,12,9
-14,-7,7,3,1,1,-9,-15
26,4,-6,-1,-2,-6,-14,-27
5,-3,-1,-2,-6,-7,-4,-6
-36,0,2,0,1,5,18,20
55,5,-8,-3,-3,-2,9,17
-13,10,7,-1,-4,-1,-5,-2
37,-3,4,-2,-2,-5,-10,-11
-43,-11,-8,0,-2,-1,-12,-23
31,-12,-11,1,0,-1,-6,-13
-14,-13,15,1,1,4,8,-2
-2,-6,-14,-2,-1,-4,-5,4
30,8,-1,-5,-5,-2,-3,7
-35,3,-4,-5,-5,-3,-1,-10
1,-7,-9,-2,0,-4,-7,-12
3,5,0,-2,1,6,16,10
-24,0,3,-1,-2,-9,-20,-12
-12,-5,1,2,1,0,2,6
4,-1,-3,-3,0,2,6,28
-64,5,-2,-2,0,1,-11,-45
23,-4,6,2,3,3,6,3
-13,13,12,-3,-3,-1,2,-1
-19,-10,-3,-2,-2,-5,-4,11
0,3,-3,2,0,0,-11,5
26,2,-6,0,-1,1,20,8
-20,-4,10,2,1,-2,-14,-21
22,5,-2,1,-2,2,9,5
-37,-18,-5,0,1,-3,-6,-12
-4,24,6,-3,0,-4,-14,-23
-2,-13,-7,-2,0,2,10,12
-8,-3,12,2,2,3,-8,-13
4,-1,0,0,-2,-5,4,-4
-16,0,1,2,0,1,4,12
-4,-4,-10,-1,-4,-4,-5,7
6,4,1,3,1,1,-4,-6
10,5,1,-1,-1,0,-1,13
14,-9,0,0,3,3,-2,0
-16,3,-2,-6,-4,-5,-8,-12
20,-25,1,0,2,4,20,21
-1,0,-3,-2,-1,4,0,-3
-6,0,10,1,-4,-6,-6,6
24,15,7,-1,-2,0,3,-7
-43,0,-2,-1,0,-4,-14,-9
41,-8,1,-4,-1,-2,-1,-16
-17,14,-5,-1,-3,-1,2,33
-39,-13,-1,-1,0,1,1,-5
16,12,-4,-5,-3,0,6,3
35,4,3,2,1,1,0,4
-9,-14,-10,-2,0,-4,-18,-31
27,5,-4,-2,-3,1,18,25
10,4,-6,-6,-3,-1,-3,-3
-55,-23,-8,-3,-4,-7,-16,-32
24,16,-5,0,1,1,6,17
3,-17,-4,-1,0,-3,4,48
3,7,-4,1,0,1,-18,-64
2,3,5,1,-2,-3,-3,-1
-26,-15,-4,0,0,6,5,-18
36,5,-1,-1,-3,-10,-11,12
-33,-4,-3,-3,-3,-3,-4,16
-13,-1,-6,-4,-1,1,14,9
-35,-5,-9,0,-1,-4,-8,-28
3,-4,-16,-3,2,6,8,12
17,-2,0,-1,0,-2,2,2
-34,15,8,0,0,-2,-6,-12
19,1,7,-1,0,2,6,26
-49,-18,-9,-1,-2,1,-5,-24
21,9,-5,1,0,-3,9,12
-7,-4,3,-2,-3,-4,-16,-19
10,-15,19,0,1,-1,13,14
8,5,2,-1,1,-3,-12,-1
-15,1,-2,-1,-4,-1,7,8
19,2,-6,-1,0,2,-2,11
10,8,6,-1,-4,-4,2,6
-28,1,-3,2,1,1,1,-15
-44,-20,7,2,-1,-1,-5,-12
24,18,-20,-8,-5,2,9,26
26,-2,0,-1,-3,-5,-22,-51
-16,-2,-5,-2,0,-1,-4,3
9,-8,3,-1,-4,-2,7,29
-35,-5,-1,0,0,-1,0,-19
12,-4,-7,-3,-3,-4,-5,-4
11,7,21,5,6,4,-13,-32
17,1,-5,-4,-5,-1,0,-1
7,-7,0,-1,-3,-6,4,31
-25,2,-13,-3,-1,0,2,-1
-5,-11,0,0,0,0,0,-8
-6,2,3,1,3,3,-3,2
16,9,7,3,2,3,0,5
-14,-8,-6,0,1,4,13,-13
44,12,2,-1,-1,-7,-14,21
6,-4,-7,-6,-4,-1,7,1
21,-7,0,0,-1,-1,-3,-5
-6,-4,4,1,4,2,0,-4
-5,-6,-3,2,-2,0,2,-15
9,18,24,-2,-2,0,3,8
-23,-10,7,0,-5,-8,-7,-10
32,5,3,0,-1,3,5,21
-12,-16,-11,-7,-5,-3,3,-8
32,-6,-7,3,3,-1,-24,-34
-71,-1,-8,0,3,6,13,0
-57,-9,-2,-2,-5,-7,-11,3
3,5,3,-1,-5,-1,3,10
0,-12,-8,-3,-2,-9,0,10
-15,4,-2,-2,2,2,4,-13
18,-4,-1,0,0,-1,-1,-7
0,4,-4,-1,-1,-1,-3,0
-11,0,-4,-4,-4,-2,5,18
53,4,6,1,-2,-4,-2,3
-16,-14,-14,-1,-3,-5,-15,-9
6,18,16,0,0,2,3,-9
-1,-1,4,2,2,1,1,5
9,-2,-5,0,0,-2,-8,-18
46,-1,-2,0,0,1,-1,-4
-12,-3,-6,0,0,-2,3,12
43,11,0,3,0,-3,-3,18
-3,-1,-1,-2,-1,1,2,17
-22,2,-4,0,0,1,7,-12
20,-3,-1,-1,-3,-5,-11,-25
-30,5,-3,0,0,0,-2,-7
14,-2,-1,3,3,6,11,7
-6,-4,6,0,0,-1,-1,-2
-11,-6,-2,-1,-2,-3,-12,-11
-26,-5,7,-3,-5,-1,6,-5
18,12,2,-1,-4,-5,-9,3
-9,-4,1,-4,-5,-4,-6,3
-26,-3,6,1,-2,0,0,-13
-7,-7,-9,-1,1,-1,-7,2
11,1,2,-1,1,1,8,16
13,-1,3,-3,-6,-6,-7,4
-16,-2,-5,0,0,2,17,12
5,3,1,-1,-1,-3,-7,3
-8,-5,1,1,1,1,-9,-46
7,2,-5,0,1,4,-3,14
20,7,-1,-2,-5,-9,-7,-5
2,-6,-7,0,-2,0,2,-1
-36,-10,-4,-1,-2,-4,-9,-11
38,5,-3,-3,-2,-2,7,14
-37,-14,-4,-3,0,-1,-17,-16
13,2,3,1,2,5,6,-21
-1,-4,-10,-2,-5,-7,-1,6
-2,5,3,4,2,3,-2,4
-26,-6,-1,2,2,3,22,35
-9,-2,-5,-3,1,-3,-28,-56
20,1,4,-4,-2,-5,-1,10
12,2,0,2,1,5,19,10
22,6,-1,-1,-2,1,-5,-1
-19,-2,-5,-1,-2,-4,-9,-24
18,4,2,1,0,0,5,31
-19,-7,-8,-4,-4,-6,-5,-6
17,5,1,-1,0,-1,-8,-7
4,-21,-24,-4,-5,-3,18,30
-2,10,3,-4,-4,-3,-14,-17
1,0,-1,1,0,0,13,17
-14,-8,-3,-3,-1,0,-6,-18
9,3,-1,-1,1,0,2,10
-29,-13,-1,-1,0,1,10,8
27,5,5,1,-3,-5,-22,-10
-29,-3,-5,-6,-3,-2,-5,-48
63,2,13,6,5,2,8,50
7,-2,-8,-2,-3,-2,-3,-6
-10,4,-7,-4,-1,2,18,17
16,-7,-1,-1,0,-3,-5,-5
-45,12,6,0,-2,-1,-11,-30
1,-2,0,0,-1,-1,-5,18
15,-4,0,0,-1,0,3,3
-1,3,-5,-4,-3,-3,-3,5
-2,21,21,2,1,2,7,4
0,1,-6,-1,0,4,6,-4
3,-4,-5,-2,0,-7,-19,-23
-24,-5,-2,1,0,0,4,4
-16,-7,-6,-2,-2,-2,4,10
-16,-13,-2,1,-3,-1,-4,-14
33,7,-1,-2,0,1,4,19
3,-2,2,3,3,-2,-3,-3
-12,-1,-6,-1,0,0,-1,6
-21,-8,-1,-4,-2,-6,-15,-31
-13,-16,2,0,-1,-2,-6,-14
9,3,2,-1,-2,-1,5,20
-6,-2,1,-3,-6,-4,-8,-5
2,-4,-12,-1,0,-1,4,0
-25,13,18,4,5,3,-2,-3
3,1,-2,-2,-1,2,11,16
