0,1,2,3,4,5,6,7
-3,-1,-5,-4,-9,-3,-2,-3
-1,-1,1,0,3,1,2,0
-2,0,0,-2,-2,-1,-8,-4
0,0,-1,-1,-1,0,13,3
-1,0,-2,0,2,-3,-6,-2
-1,-1,-1,-1,1,5,10,3
0,0,0,-3,-5,-4,-7,-3
0,-1,6,3,0,3,1,1
-2,-4,-8,-4,-2,-4,-9,-7
2,-1,-4,-2,-4,1,14,9
-2,-1,-2,-4,1,-1,0,1
-2,-2,-3,-4,-4,-2,4,-1
2,0,6,1,-3,-2,0,1
-1,-1,-2,1,3,1,-4,1
-3,2,6,1,-1,-6,-13,-4
-3,-6,-11,-4,-3,-1,-3,-2
-3,-3,-2,-2,1,5,11,-2
-1,-2,-2,-3,-1,-4,-9,0
-2,-1,-1,1,-3,-5,-1,-2
-2,1,1,2,-1,1,-4,-3
-1,0,-3,0,-1,0,1,0
-1,-2,1,-1,-1,3,6,-3
-1,-2,0,-2,1,-2,-16,-5
1,-1,-1,1,0,0,-4,2
-3,-3,-2,-2,-3,-3,1,-2
0,1,-1,-1,0,-3,7,-1
0,-3,-3,-1,-1,-6,4,0
-1,0,-4,-5,-1,0,-3,-2
-1,1,7,4,3,0,-3,0
-3,-2,-8,-3,-2,3,2,-6
-2,-2,-6,-2,-4,-2,-10,-1
-1,-2,-1,-1,0,-7,0,1
-2,1,0,-1,1,5,1,0
0,0,2,0,1,0,-4,0
0,-3,-2,-3,-1,1,5,-3
1,-1,-2,-4,-4,-2,-10,-2
0,-1,-4,-2,2,-5,0,0
-2,-1,2,1,2,-5,-8,-4
0,-1,-1,-1,-4,2,20,7
0,2,0,-3,-2,-3,-12,-4
1,-1,-3,0,0,-1,-2,-1
0,-2,-2,-2,-4,-1,3,-1
-2,0,2,-2,0,-4,0,-1
-1,-1,2,3,2,5,-4,-3
-1,-2,-3,-1,-1,1,5,1
-2,1,-1,-2,-1,-5,-6,0
-1,0,0,1,1,1,0,-1
-2,-1,-1,-2,0,0,11,3
-1,-1,0,1,-2,-1,-18,-6
0,-1,-1,0,-1,-1,0,2
-3,-1,-1,-2,-2,0,5,-3
-1,-1,-1,1,-1,-2,-9,-5
-2,-2,-1,-4,0,-3,5,-2
0,-1,0,0,-1,1,9,1
-1,-2,-2,1,-1,-1,-2,-2
-1,-1,-3,-3,-4,-3,-1,0
-1,-2,2,-1,0,-1,-5,-3
-2,-2,-6,-4,-2,2,3,-4
0,0,2,0,1,-1,-4,1
1,-2,0,1,0,-3,2,0
0,-1,1,-2,-2,-3,-5,-2
0,-1,-1,-2,-3,-1,2,0
0,-2,-2,-3,-3,-2,-1,1
-1,-1,-2,-1,-1,0,-9,-4
1,1,-2,0,0,1,11,2
-1,-2,1,-2,0,-5,-20,-6
0,-1,-3,-3,0,3,9,6
-2,-2,-1,-2,-1,1,-6,-3
-1,0,0,-3,-1,-3,7,1
0,0,0,-2,-3,0,3,-2
-1,-2,0,2,-1,-2,-5,-6
-2,-3,-9,-1,1,1,5,1
-1,-1,-5,-5,-1,0,-7,-3
-2,-1,3,0,-2,1,7,3
-1,-2,-6,-2,0,-3,-11,-4
-2,-1,2,1,0,2,4,0
-2,-1,-1,2,-2,-2,-6,-1
-1,-1,-4,-4,-5,-8,-12,-1
-1,-3,-2,-2,0,4,19,4
-1,-1,0,0,2,2,4,-3
-2,-1,0,-2,-2,-2,-5,-1
-3,0,1,-1,0,-2,-2,-3
0,0,0,-1,-4,-2,0,0
-1,-1,-1,-5,-1,-2,2,-2
-1,-1,1,0,1,2,3,0
-2,-3,-2,0,-1,-1,0,-2
-1,-3,-4,-3,-2,-3,-7,-8
0,1,0,0,-3,-1,1,0
-1,-1,-5,2,1,2,-3,1
-1,-1,-1,0,0,1,6,0
-1,-3,1,-4,-2,-4,-9,0
0,-1,0,-3,-2,-1,1,0
-2,-2,-3,-1,0,-2,-10,-3
1,-3,-2,0,0,2,17,6
-1,0,-1,1,0,1,-4,-4
-1,1,-2,-1,-2,-3,-5,1
-2,-4,0,-1,-2,-3,-1,0
-1,-1,-5,-3,1,2,1,-2
-1,0,2,-1,1,-1,0,-2
-2,-1,0,-3,-1,0,-1,-1
-1,-1,-2,-3,-2,-1,0,1
-1,-1,2,-2,-2,-6,-9,-2
-1,0,-3,-2,0,0,0,0
0,-2,-3,1,1,-1,-7,-1
-1,-1,0,0,-2,0,-2,-2
-1,1,0,1,-1,1,6,-3
-1,0,-2,-2,0,-1,-13,0
-1,-2,1,-4,-2,1,8,0
-1,-1,-1,-2,-4,-3,-3,-5
-1,0,-2,0,3,-1,2,4
-2,-1,-3,-1,-1,0,-11,-3
0,0,2,2,-1,-1,5,0
0,-2,-2,1,0,-1,-3,-1
-1,-2,-3,-3,-3,-4,-7,-4
0,-1,0,-2,-1,-1,5,1
-1,-1,0,0,1,-2,-8,-1
-3,-2,0,-3,-1,-2,-10,-6
1,-1,-1,-2,-4,0,14,8
0,-1,-3,1,1,1,2,-4
-1,-1,-3,-3,-3,1,4,3
-3,0,1,-1,-1,-2,-9,-2
-3,-2,0,-1,-3,-1,-7,-5
-1,-2,-2,-1,-4,1,9,3
-2,-3,0,-1,-1,-4,-16,-6
1,-1,0,0,-1,0,18,1
1,0,0,-2,-2,-4,-3,-1
-1,-1,1,-2,0,0,3,0
0,-2,0,2,0,2,2,-2
1,0,0,-1,-2,-3,3,2
-2,-3,-5,0,0,0,-12,-5
-1,-3,-2,-1,-2,-3,1,-1
-1,-2,-1,-3,-4,-2,-5,0
-2,-2,-2,0,0,1,2,-1
0,-1,-1,-1,0,-1,-7,-2
-3,-1,-2,-2,-3,-3,-5,-2
0,-1,-4,-2,-1,-4,3,-1
0,0,-2,-1,-1,-2,0,0
-1,-3,-2,0,-1,2,-2,-1
-3,-2,4,1,1,2,7,-3
-1,-3,-9,0,-2,-2,-4,-2
-1,-2,-4,-6,-4,-4,-8,-1
0,0,1,-1,1,0,1,-2
-2,-2,-2,1,1,1,-3,1
-4,0,1,0,2,-1,-6,-4
-1,-3,-3,-3,-3,-2,4,3
-1,1,3,-1,-2,-2,-16,-3
1,-3,-5,-1,-2,-2,6,1
-1,-2,-2,-1,0,0,1,-2
0,1,0,3,2,2,-7,1
-1,-2,1,-2,0,-1,-2,-5
-1,0,0,-2,-3,-1,4,6
-1,0,-1,-5,-5,-2,2,0
-1,-2,0,0,1,0,-10,-5
-2,-3,-4,1,-1,1,5,3
0,1,-1,-1,-2,-4,-6,-5
1,-1,-1,0,0,0,-1,-2
2,1,0,-1,-1,-1,13,8
-2,-3,-8,-2,0,-2,0,-3
0,-2,-2,-1,0,0,-5,-3
0,-3,1,-3,-1,-1,-2,-1
-1,-2,1,-4,-2,-2,0,-1
-1,-1,-2,-2,-1,-1,-2,-2
