0,1,2,3,4,5,6,7
-1,-5,-1,-1,-2,0,-5,-3
-1,-3,-5,-1,-2,-2,-1,2
-1,-1,-1,0,0,1,11,0
-2,-1,0,1,1,-1,-2,-2
-1,0,-1,-5,-3,-3,1,3
-2,-4,-4,-1,-1,-1,-2,-3
-1,-1,1,1,0,0,0,1
-2,-2,1,0,-2,-2,0,1
-1,1,-9,-2,-2,0,0,0
-2,-5,-3,-5,-1,-1,-5,-3
2,0,0,1,1,0,-1,-4
0,-1,-1,-1,0,-1,-1,-3
-2,-2,-11,-2,-1,-3,-4,-3
-2,-3,1,-1,-4,-3,-3,0
-1,-1,-4,-1,-2,-1,6,-1
-1,0,5,-1,-2,-2,-4,-3
-1,-2,-6,-1,-1,-2,-4,-2
-2,5,2,-1,-1,-3,-4,-2
-2,-1,-4,-3,-2,-4,0,-1
2,-2,1,-1,0,-1,-1,1
-1,-1,2,1,3,0,-12,0
-2,-2,-2,1,-2,-1,2,-2
0,2,5,-1,-2,-2,-2,1
-1,-3,-3,-2,-1,1,-2,-4
-2,-4,-4,-1,-1,-1,1,0
0,1,-2,0,1,0,2,-1
1,0,-2,-1,-2,-3,-5,-3
-1,0,1,-1,-2,-1,2,-1
1,-2,3,-1,0,1,-4,-1
-1,-2,-3,0,-1,2,3,-2
-1,-1,-3,-2,-2,-2,-4,-1
-1,-1,-5,-1,-3,-3,-8,1
-1,-1,5,1,0,-1,4,-3
-2,-1,-7,-2,-2,-1,1,1
0,-2,1,-1,0,0,-1,0
-3,-2,-3,0,-1,-1,-1,-1
-1,-1,-1,-2,-1,-2,-2,-2
-6,-4,1,-1,-1,1,4,1
2,1,-3,-3,-3,-1,-1,0
0,1,1,-1,-1,-2,0,0
-1,-1,-1,-2,-3,-3,0,-1
0,0,6,-1,0,0,-8,-2
-5,-6,-8,-2,-1,-1,6,-1
0,2,2,0,0,1,4,0
0,-3,-9,1,1,-1,2,0
0,-1,-5,0,-1,-3,-4,-4
-2,-1,-1,-3,-1,-1,-6,-1
-1,-5,-7,-4,0,0,-1,-3
-1,3,2,-4,-4,-3,1,0
-1,-2,0,-1,-1,-1,3,1
-1,-1,2,2,0,-1,-2,-2
-1,-2,-5,-3,-2,-1,-2,-1
1,0,3,-3,-2,0,0,0
0,-2,-1,-1,-1,0,6,0
0,1,4,2,1,1,-13,0
-2,-2,-3,-3,-2,-3,0,1
-1,-5,-6,-3,-3,-3,0,1
-1,-1,2,-1,-2,-4,-17,-2
1,-2,-2,1,0,1,29,0
1,0,1,1,1,1,0,4
0,4,8,1,-2,-2,-5,-1
-2,-3,-16,-3,-3,-3,-2,-2
0,-3,9,0,-1,-1,-9,-1
-1,0,-15,0,-1,-3,-2,-2
-2,1,3,-1,-2,-2,1,-2
0,3,16,1,-1,-1,-1,1
-4,-6,-32,-4,-2,0,-5,-3
-2,-1,4,1,2,-3,0,-4
0,0,-10,-1,-1,1,-2,0
1,4,19,1,-2,-1,1,-1
1,0,10,1,0,1,-2,-1
-2,-1,1,-2,-1,-1,1,-1
-2,1,1,-1,1,-2,2,-2
-3,-8,-5,-3,-1,-3,-6,-3
-1,0,-5,-4,-3,-2,0,0
3,-2,-2,1,-1,0,-5,1
-2,-1,11,2,2,0,0,-2
-2,-2,-8,-3,-2,0,4,1
-1,-4,4,0,-1,-1,-9,-4
-1,0,-2,-1,-3,-1,3,4
0,-3,-5,-2,-1,0,5,-1
-1,-1,-6,-3,-2,-1,-1,-2
-3,0,0,-1,-2,-4,1,1
