0,1,2,3,4,5,6,7
-2,0,-1,1,0,2,5,1
0,0,-3,1,-1,0,-3,1
0,0,1,-1,-2,-1,1,-1
-2,-2,-1,0,-1,0,2,-2
-2,-1,0,-3,-2,-3,1,-2
-3,-2,-2,-3,-2,3,2,-1
0,0,-2,2,0,1,-1,1
3,-2,-1,1,0,-2,-6,-2
-12,-4,-1,-2,-3,-3,-9,-3
10,2,0,-1,-2,-2,6,-1
1,-3,-1,-2,-1,1,1,-1
-2,0,-1,0,2,1,0,1
3,-1,-2,-2,-2,-5,-9,-4
-2,0,1,1,1,3,-5,1
-2,0,-2,-1,1,-2,0,0
-1,-2,-2,-1,-2,-1,-2,-4
4,-1,-2,-2,-1,-4,7,4
-6,-3,-2,-2,-1,-1,-3,-6
4,-1,-2,-2,0,-3,-1,0
-6,0,0,-1,-1,1,1,-1
-2,0,-1,-2,-1,3,2,-1
-2,-1,0,1,-1,-5,-7,-3
-2,-2,0,-1,-1,2,-6,-1
-1,-3,-2,-3,-3,-1,4,-3
0,0,0,1,-2,-5,-6,-2
1,-1,1,-2,0,4,14,2
-6,-4,-4,-1,-1,-2,-10,-6
1,0,-1,0,-3,-3,-5,-1
1,0,1,1,0,0,1,0
-4,-3,-2,-2,-3,-4,-5,-3
-2,0,1,0,0,-3,-4,1
-2,-3,-1,2,0,2,3,1
0,-2,-1,0,0,-2,-2,-2
-1,-2,-1,0,0,-1,1,0
-2,-2,0,0,-2,1,4,0
-1,-2,-1,-2,-2,-3,-5,-1
-3,-2,-2,-3,-1,1,1,0
-1,-1,-3,0,-3,-2,0,-1
0,-1,0,-3,1,1,3,-1
-4,-1,0,2,1,-1,2,-2
0,-2,-2,-4,1,1,-1,1
-1,-1,-2,-4,-1,-2,-7,-2
1,0,0,1,0,-1,7,0
0,1,0,-1,0,-1,-1,-2
-1,-2,-3,-1,-3,-1,0,-2
-3,0,-2,-1,-2,-6,-4,-1
-2,-1,-1,-2,0,0,0,-3
-1,-2,0,-4,-2,1,-1,0
-1,0,2,2,1,3,-6,-3
-1,-3,-3,-1,-2,-4,-3,-2
-2,-2,-2,-3,-1,1,4,0
1,0,0,-2,-1,-5,-7,-2
-1,-2,-1,-1,0,1,-2,-1
-1,-2,-4,1,0,3,4,1
-1,-1,-2,-1,-1,1,3,-2
-1,-1,-4,-2,-1,0,1,-1
