0,1,2,3,4,5,6,7
-2,-1,-2,-4,-1,-2,-6,-2
-2,-1,-3,0,-2,-1,1,-2
0,0,-2,1,0,1,0,0
-2,-1,0,0,0,-4,-1,0
-3,0,-2,-2,-3,-1,-2,-3
-1,-2,-1,-3,-2,1,-1,1
-3,-1,-1,0,-3,0,-5,-2
-1,0,0,1,-3,-2,-1,0
1,-3,-2,-2,-2,2,1,0
-2,-1,-2,-1,-2,-9,-7,-2
-1,-2,0,0,1,5,0,-1
0,-2,-1,-1,1,1,-1,-3
-3,0,-1,-1,-1,-4,-3,-1
-2,0,0,0,0,1,2,-2
-1,-1,-1,-3,-1,-2,-6,1
1,-1,-2,-2,0,-2,-1,-1
-2,-2,0,-1,-2,2,3,-1
-2,-1,0,0,0,-5,-12,-2
-2,-1,-2,-1,-1,-2,12,-1
-1,-2,-1,-1,-1,2,1,0
-1,-1,1,0,0,-2,-1,-1
-3,-1,0,0,-3,-3,-5,-3
-1,-1,-1,-3,-3,2,0,-1
-1,-1,-2,-3,-2,0,5,0
2,-3,-1,2,-1,0,-1,-2
-2,0,-2,-1,0,0,-3,-2
0,-2,-1,0,-1,-7,-12,-2
-2,-2,-2,-2,-1,3,10,1
-1,0,-1,-2,-1,2,-1,-2
1,-1,1,0,-1,1,1,-1
-2,-1,-1,-3,-4,-9,-7,-4
-1,0,-1,2,1,1,-3,1
-1,-2,-3,-1,0,-1,4,-1
0,-2,-3,-3,-2,-5,-2,0
-2,-2,0,3,0,0,-4,-1
-1,-2,0,-3,-2,0,7,-1
-2,-2,0,1,-1,-1,-1,0
-1,-1,-1,-1,-1,1,2,1
-2,-1,-1,-1,-1,-1,-2,1
-3,-2,-2,-1,-3,-6,-7,-3
-1,0,-1,-2,0,0,-2,0
0,-2,-2,0,1,-1,0,0
-1,-2,-2,0,-1,0,1,0
0,1,-2,-2,-1,1,-2,-1
1,-1,-2,0,-2,-1,7,1
-2,0,1,-2,-1,-1,-2,-1
0,-2,1,-2,-1,-2,-2,-3
-1,-3,0,-1,-1,1,-3,-1
-2,-2,-1,-2,-2,-3,-2,-2
0,0,-1,0,1,3,4,-1
-1,1,-1,-2,-1,-2,0,-1
-2,-1,-2,-1,-2,-4,-11,-3
-2,-1,-2,-3,-2,0,-4,-3
-3,-2,-3,-1,-2,-2,-3,-1
-3,-2,-1,-2,1,0,-2,0
-1,-1,0,-1,0,-2,0,-1
0,-2,-2,0,-1,-4,-5,-2
-1,-3,0,-1,-2,-1,-1,-2
2,0,-2,-1,-1,1,7,1
-1,-1,0,-1,-1,0,-1,-1
-1,0,0,0,0,0,1,-1
-1,-2,-3,1,0,-1,-5,-3
-2,-1,-3,1,-3,-5,-3,-2
0,-1,-2,-5,-4,-3,-2,-4
-2,-2,-1,-2,-1,0,0,-1
0,0,1,0,0,1,1,2
0,0,0,0,0,0,0,-1
-3,-1,0,2,0,4,-1,-1
-1,-1,-2,-2,-2,-10,-4,-1
-2,-2,-2,-3,-3,-1,-3,-2
-1,0,-1,1,0,1,-3,0
-1,-1,-1,-2,-2,-3,-2,-1
0,1,0,3,-1,-1,-5,-1
-2,-1,-1,1,-1,-4,1,-2
0,-2,-1,-5,-3,-2,-5,-1
-2,-2,-3,-1,-1,-3,-5,-2
1,-2,0,0,0,4,-2,-1
0,-2,-1,-1,-2,-3,-2,-1
