0,1,2,3,4,5,6,7
-1,0,-1,-1,-1,-2,-6,-2
0,-2,-2,-1,-3,-3,-2,-1
-1,-1,-1,-2,-1,0,2,-2
-2,-3,-2,0,-1,2,2,-3
-1,0,-1,-1,-1,-1,1,-1
-2,0,-2,0,0,-3,-4,0
0,-1,-1,-2,-3,-1,-4,-1
-1,-2,-1,-3,-1,-3,-1,-3
-1,-3,-1,-1,0,2,2,0
-1,-2,0,-2,-1,-4,-2,-2
0,-1,0,0,1,0,-2,-1
0,1,-2,1,-1,2,1,-1
-1,-2,-2,-2,-1,-3,-7,-3
-2,-1,-2,-4,-2,-4,-8,-4
0,0,-2,-1,-1,2,13,1
-2,0,-1,-2,-1,-3,-3,0
-1,-2,-1,-1,-1,2,6,1
-2,0,0,0,0,0,-6,-3
-1,-2,3,0,1,-6,0,0
-1,-1,-2,-4,-8,2,0,1
-1,-1,-2,-2,0,-3,-2,-2
-1,-1,0,-2,-1,-3,0,-2
-1,-1,0,0,-4,-1,-6,-1
-1,-2,0,1,1,0,-4,-1
0,-1,-2,-2,-1,-1,1,0
-1,-1,-3,-3,-2,0,-4,-1
0,0,-2,-2,-1,-5,-2,-2
-1,-2,-3,1,1,-2,-4,-1
0,1,0,-1,-3,0,2,1
0,0,-1,-1,0,-2,-1,-2
-1,-1,0,0,-1,0,-2,-3
-2,-2,-1,-2,-3,-3,-6,-4
-2,-2,0,1,1,4,6,1
-1,0,0,2,-4,0,5,-1
-2,-1,-1,-1,-1,-3,-4,-1
1,0,-2,-4,-1,0,1,1
-2,-1,0,0,1,-6,-11,-3
-1,1,-2,1,2,-2,-4,-1
0,-3,-3,-2,-2,1,4,-1
-1,-1,-2,0,0,2,1,1
-1,-2,-2,-2,-5,-1,-2,-1
0,-2,-1,0,-2,-4,-5,-2
-1,0,0,-2,-2,-1,-3,-3
-1,-1,0,0,2,3,8,1
0,-1,-1,-2,-2,-1,-6,-2
0,-2,-3,-3,0,2,1,-1
-1,-1,-1,-2,-1,-4,-1,0
-1,-2,0,-1,-2,-1,-3,-1
-2,-1,-2,-2,-2,-5,-5,0
-1,-2,-1,-1,-2,4,10,2
-2,-2,0,0,0,-1,-5,-2
-2,0,-1,1,0,1,3,-2
1,0,-1,0,0,0,1,-1
-1,-2,0,-4,-4,-7,-6,-2
-1,0,0,-2,-3,-2,-7,-2
-2,0,0,1,0,0,3,-2
1,1,-1,0,2,5,6,1
-2,0,-1,-3,-2,-4,0,0
0,-1,-1,1,1,1,-1,-1
-1,-1,1,0,0,-2,-2,-2
0,-1,-3,-3,-3,-2,-2,-2
-2,-2,-3,-3,2,2,-2,-1
0,-1,-1,-2,-3,-4,-3,-1
-1,-1,-1,0,-1,0,1,0
-1,0,0,0,2,4,4,-1
0,0,-2,-1,0,0,-2,0
-2,0,-1,-3,-4,-2,-1,0
-1,-1,-2,0,-1,0,12,-1
-1,-1,-1,-4,-3,-2,-1,-4
-1,-2,-3,-1,0,1,-2,-2
1,-1,-1,1,1,-4,-3,-2
0,-2,-4,-2,-3,-2,-4,-1
-1,-1,-1,1,0,-4,-1,-1
-2,0,-2,-1,1,0,0,-2
-2,-4,-3,-2,0,1,-4,-1
-1,-1,0,0,0,-1,-6,-2
-3,-2,1,0,-1,-3,-1,-3
-1,0,-1,2,-3,0,-1,2
-1,0,-1,-1,-1,0,2,-1
-2,-2,-2,-3,-2,-3,-6,-1
-2,-1,0,1,-1,3,-2,-1
-1,-2,1,-4,-3,-2,1,-1
-1,-1,-2,0,2,1,4,-2
