0,1,2,3,4,5,6,7
-1,0,-2,2,-1,1,-1,0
-1,0,-2,-1,-1,0,2,-1
0,0,-1,-3,-3,-1,1,0
0,0,2,1,1,-2,0,-1
-1,-1,1,1,2,1,2,-2
-1,-1,0,0,-2,-1,-4,-2
-3,-1,-4,-3,-4,-1,1,-2
-2,0,-2,-3,0,-2,-9,-2
0,-1,-2,-2,-1,0,0,2
-1,-2,0,1,-2,0,-2,-2
0,-2,-2,-2,-2,-3,-1,-1
-2,-1,-1,-3,-3,-1,2,0
-2,-2,-3,-2,-1,2,1,-1
-1,-1,-1,-1,1,-5,-1,-2
-2,-2,0,0,0,-1,-5,1
0,-2,-1,-1,-4,-4,1,0
-2,-1,0,-2,-2,-4,-3,-2
-2,-1,-2,-2,0,-3,-1,-1
-2,-1,0,-1,-3,0,-2,-2
-3,-1,-4,-1,1,-1,4,0
0,-2,-1,0,-1,-4,1,-1
0,0,-1,-1,-2,0,-5,-1
-1,0,-1,2,2,-2,-1,-1
-3,-1,0,-1,1,2,-1,-1
-1,-1,-2,-2,-4,-2,1,0
-2,-1,-3,-1,-2,-4,-2,-1
0,-3,1,-1,0,0,1,-1
-2,-3,-2,1,-3,-1,-2,-3
0,-1,-2,-2,-2,0,-5,-1
0,1,-2,-2,0,-1,0,1
-1,0,-1,-2,0,0,0,0
0,-1,-1,-1,2,1,2,0
0,-1,-3,-5,-11,-5,-1,-2
-1,-2,-2,-1,-1,2,-8,0
-1,0,-1,2,-1,-3,3,0
0,-1,0,1,-1,0,-1,0
-2,-1,0,-1,3,-3,-2,-1
0,1,0,-2,-2,-5,-3,-2
-2,-3,-4,-2,-3,-1,1,-1
-2,-1,-3,-3,-5,-2,-2,-2
-2,-1,-1,2,2,1,-1,-1
-1,-2,-3,2,1,-3,3,-1
-2,0,-1,1,1,-2,-1,-2
0,-1,-2,-4,-3,-2,-2,-1
-2,-1,-1,-4,-3,-3,-1,-1
-1,-2,1,1,3,2,-3,-2
0,0,-1,0,0,0,2,0
-1,-2,-1,-2,1,-2,-7,-1
-3,0,-1,-2,-2,0,-1,-1
0,-1,-1,-1,-1,-1,3,-1
1,-3,-1,0,-2,-2,-3,-1
-1,-1,-1,-1,-2,1,2,0
-1,-2,-1,2,1,-2,-8,-1
-2,-2,-1,-2,-3,-1,2,0
-2,-2,-1,-1,0,1,-1,-1
0,-2,-1,2,-2,-3,0,-1
0,-1,-1,0,-1,-2,0,-1
0,-1,-2,-1,-1,1,-2,-1
-2,-2,-1,-3,-2,0,-1,-1
-2,1,-2,0,-1,-4,1,-1
0,-1,-2,0,-3,-2,-1,-2
-2,-1,-1,-1,-1,-2,-2,-1
-1,-1,-3,-2,-2,0,2,-2
-3,-2,-1,-2,-1,0,-1,-1
1,-1,0,1,-3,-2,-3,-2
0,-1,-1,-3,-1,2,1,1
1,0,-3,-3,-4,-3,2,-2
-1,-1,0,-1,1,1,-4,-2
-1,1,0,0,0,-3,-2,-2
-1,-1,-1,-2,-3,-2,3,0
1,-3,-1,1,1,1,-6,-1
-1,-1,-3,-2,-3,-1,-3,-1
-2,-1,-1,-1,3,0,2,0
0,-1,-1,-2,0,-3,-2,-2
-2,-1,-2,-2,-1,1,-3,0
-3,-1,0,2,-3,-2,-1,-1
0,-1,-1,1,1,1,0,1
-1,-4,-4,-2,-2,-2,-5,-1
-1,-1,-1,-1,0,-2,1,-1
-1,-1,-2,-2,-1,0,-4,-3
-1,-2,-2,-5,-7,-2,-3,0
-1,0,-1,0,-1,0,4,-1
-3,0,2,-1,-1,-1,-1,1
0,0,-2,1,-1,-2,-4,-1
0,-1,0,-1,3,0,4,-1
1,-1,-2,0,1,-2,-3,0
1,0,-1,0,-2,-7,-2,-2
-1,-1,-3,-2,-2,-2,2,0
-3,-2,-2,-2,1,0,-1,-1
-3,-2,0,-1,-1,0,-1,0
-2,-1,-1,0,-1,-1,0,-1
-1,-1,0,0,0,1,1,-1
0,-1,-1,0,0,-1,-7,-3
0,0,-3,-2,-3,-2,0,1
-1,-1,-2,-1,0,1,-2,-2
0,-1,0,0,-1,0,0,1
0,-3,-1,0,0,1,4,-1
-3,-1,-2,-3,0,-1,-2,-2
-2,-2,-2,-2,-3,-1,0,0
-2,-2,-2,-3,-3,-1,-3,-1
-2,-2,0,-1,1,0,7,1
0,0,1,1,2,-2,-4,-2
0,0,0,0,1,-1,2,-2
0,-2,0,-2,-1,-1,-2,-3
-3,0,-1,0,0,-3,-6,-2
0,-1,-2,-2,-4,0,4,2
2,-1,-1,-2,-2,-1,-3,-2
0,0,0,-3,-2,2,1,-1
-2,0,-1,1,1,-2,-3,0
-3,0,0,0,-1,-2,-1,-1
-2,-2,-3,-4,-4,-3,-5,1
-1,-2,1,-1,1,-2,-3,-1
0,-1,-3,0,0,1,4,-1
-1,-1,-1,-2,-2,-1,-2,-3
-1,-1,-1,0,-2,-1,0,-1
-1,-3,-2,-4,-2,-1,-3,-1
-1,-1,-4,-2,-3,0,-2,0
0,-2,-1,-1,-5,-2,-6,-3
-2,-1,-1,0,0,1,2,-2
0,-1,-2,-2,-2,-2,0,-2
-2,-1,1,2,0,-1,3,1
-1,-1,0,-1,0,0,0,0
0,0,-1,-2,-1,1,-1,-2
-2,-1,-2,-1,-2,-1,1,-1
-1,-2,-1,-3,0,-3,-2,-2
-2,-2,-3,-4,-8,-4,-1,-3
0,-1,-1,-1,1,0,2,1
-3,0,1,4,3,-1,3,-1
1,0,-1,-1,0,1,-2,2
0,-1,-1,-2,-4,-3,1,-2
0,-2,0,-1,-2,-3,-3,-1
-1,-1,-2,-1,-1,-2,0,-2
-1,-1,-2,-2,-2,-1,-2,-2
-2,-3,1,2,2,-1,-2,-1
-1,1,-1,-2,-2,-1,0,0
0,-1,0,-1,1,-3,-4,-1
0,-2,-2,-1,-4,-2,-1,-3
-1,0,-3,-2,0,-4,-4,0
-1,-3,-2,-2,-2,-3,-3,-2
-1,0,0,1,1,1,-3,1
-2,-3,-1,0,-3,-1,-6,-4
-2,0,0,0,1,1,1,-1
-1,-2,-1,0,1,0,-3,-2
0,-2,-4,-5,-2,-4,2,1
-2,-1,1,-1,-2,-2,-3,-2
0,-1,-2,1,1,1,0,-2
-3,1,-1,-1,0,-2,0,-2
-1,-4,-1,-1,-2,0,1,0
-1,-3,-2,-3,-1,-1,0,-1
-1,-1,-2,0,3,-1,2,1
-2,-2,-1,2,3,0,-3,-1
-1,1,-1,-2,-6,1,1,-1
0,0,0,1,-1,-1,-4,-1
-1,0,0,-1,-1,-2,-1,-1
-2,-3,-3,-4,-4,-5,1,-1
-1,0,0,1,3,0,-3,-2
0,0,0,0,0,0,0,-2
1,1,-2,-3,-2,1,3,1
-1,0,0,-1,-1,-2,0,-1
-1,0,-1,-1,1,-5,-8,-3
-1,-1,-2,-1,-1,1,6,-1
0,0,-2,-2,-3,-2,1,-1
1,-2,-1,-1,-2,-2,-6,-2
0,-2,-2,-3,-3,-2,1,-1
-2,0,-2,-2,0,-2,-10,-4
-3,-2,-1,0,0,0,-1,-1
1,-1,-2,-2,-4,-1,-2,-2
-1,-3,-2,0,-2,-1,4,0
-2,0,-1,0,0,-1,-2,1
-3,-4,-2,-1,-4,0,4,-2
-2,-1,0,-2,0,0,-3,0
1,-2,-1,2,-1,-1,-6,-1
0,-2,-2,0,0,-3,5,2
0,0,0,1,0,0,-7,-3
-2,0,-3,1,-2,1,1,0
-2,-1,0,-3,-4,1,-3,-2
1,-2,0,-3,-1,-1,3,0
0,0,0,1,1,-3,-2,0
-3,-2,-1,0,-2,-2,-1,-1
-3,-2,-2,2,2,0,-1,-2
-2,-1,-1,-3,-5,-2,-1,-1
-2,-1,-3,-3,0,0,-2,-2
2,2,-1,1,1,0,-2,-1
-1,-2,-1,1,1,-3,-2,0
-2,-1,0,-3,0,-2,-2,0
-2,-2,-2,-2,-1,3,-2,-1
-1,0,1,-2,-1,-2,-4,-1
-1,-1,-1,-4,-1,-1,0,-1
-2,-1,-2,-2,-2,-2,-2,-3
-1,-2,-1,0,-2,-1,-1,-1
-1,-1,1,1,-1,-2,-2,-1
-2,0,-3,-1,1,0,-4,-2
-1,-2,0,-1,-1,-4,-1,1
2,-1,-1,-2,-1,-2,-2,2
-15,-2,2,-1,-2,1,-3,-3
12,6,13,3,4,11,15,5
-1,15,93,8,-4,-10,2,-5
5,-46,-82,-24,-8,1,0,4
-13,-4,20,0,4,-4,-4,-3
-10,-24,-17,-6,-2,7,1,-1
13,30,-75,-15,-6,-4,-6,-8
-7,-60,124,20,2,-5,-9,-2
-4,12,-69,-7,-3,-2,4,0
-6,-22,-85,-17,-9,-11,-10,-6
-67,-5,18,2,-1,-3,-8,-15
47,14,-59,-10,2,9,14,3
-4,21,40,2,1,4,4,5
12,46,84,14,1,-3,-4,0
-5,-54,-81,-7,-5,-1,-5,0
-44,41,47,15,5,-2,-7,1
4,-6,83,8,3,6,7,-1
-32,24,-49,-13,-8,-9,-3,0
