0,1,2,3,4,5,6,7
0,1,0,-3,-2,-1,-2,-2
-3,1,-2,-4,-3,-3,-4,-2
1,-1,-1,-4,-2,2,2,0
-2,-1,-1,0,0,-2,-1,-1
-1,-1,-3,1,-2,1,6,0
0,-1,-1,0,-2,1,-2,-2
-1,-1,-2,-2,-2,-5,-1,-2
-1,-2,0,-1,2,-1,-4,0
-2,-2,-1,0,-2,-1,1,0
0,-3,1,-2,-1,-3,-3,0
-2,0,0,0,0,-2,0,-1
1,-2,0,-2,-2,-2,-1,-1
-1,0,-1,-2,-1,0,-1,-2
-2,-1,-1,2,0,0,-2,-2
0,1,-2,-1,-1,2,2,0
-2,-1,-1,-2,-3,-3,-3,-2
-3,-3,0,-1,0,-2,0,1
-2,-2,-1,-2,-2,-1,-1,-3
-1,0,-2,-1,2,-2,-1,-2
0,-1,-2,2,0,3,-1,-1
-1,-2,-1,-3,-1,-1,-1,-2
0,-2,-2,-4,-4,-3,-2,0
0,-3,-1,0,0,-1,-3,-1
-1,1,-1,-3,-1,2,7,1
-2,-2,-1,2,0,-1,-3,0
1,0,-2,1,-1,-6,-3,0
-2,-2,0,1,0,0,-1,-2
-2,-2,-1,-2,-4,-3,-5,-3
0,-1,-1,-2,-1,-2,-2,-2
-1,0,-1,-1,-2,1,2,-1
-2,0,0,0,-3,-3,-5,-2
0,-2,-2,0,-3,0,4,-1
0,-1,-4,-1,0,-2,-2,-2
-3,-1,0,0,1,1,-5,-3
-2,-1,-2,-3,-2,0,0,0
-1,0,0,-2,0,2,-4,0
-2,-2,-1,1,-2,-1,1,-3
-1,-1,-2,-1,1,0,0,-1
-1,-1,0,-1,-2,-2,-4,-2
-1,-2,-2,-4,-1,-4,-2,-1
-1,0,0,-3,-2,-1,-1,-1
0,-2,0,1,2,2,1,0
-2,1,-1,1,-2,-2,-2,-1
0,-2,-3,-3,-2,-3,-2,0
-2,-2,-1,-2,1,4,3,1
0,-2,-1,-1,0,-5,-4,-2
0,1,1,-1,1,-2,3,1
0,1,-1,0,0,-3,-2,0
0,-2,-1,-2,-3,1,1,-1
0,-1,-2,-2,0,0,-3,-3
-2,-1,0,1,0,0,4,-1
-1,-3,-1,-1,0,1,-6,-1
-1,-1,-2,-3,-1,-4,-2,-1
-2,-3,-3,0,-4,-2,-1,-1
2,-1,-2,-4,-2,-2,0,-1
-1,-1,0,2,0,1,0,-1
-3,-1,-1,2,0,0,1,-1
-1,2,0,-3,-2,-2,-6,-2
-1,-2,-3,1,0,0,-7,-3
-1,0,-1,-1,-1,2,10,0
0,-2,-3,0,-1,-3,-4,-1
-3,-2,-1,-2,-2,0,6,0
-1,0,-2,-3,0,0,-6,-2
-1,-1,-1,-3,-3,-3,-2,0
-1,0,0,-1,-2,-4,-7,-4
0,-3,-2,-2,-3,0,4,1
-2,-2,-1,-1,0,2,1,0
-4,-1,0,0,1,-2,-2,-2
-2,-1,-3,0,-2,-2,-3,-2
0,0,-2,-1,0,0,0,-2
0,-2,0,-2,0,-1,-1,-2
-1,-2,-1,-1,0,0,-1,-1
-1,-1,0,0,-1,0,1,-1
-1,-1,0,-1,0,-1,-2,-2
0,-1,0,0,-2,0,-3,1
-1,-1,-2,-1,-3,-4,-3,-2
1,-1,-1,-3,0,-1,5,-1
-1,-1,0,1,0,-2,2,-1
-1,-2,-1,-1,-2,-3,3,0
0,-1,0,-1,-1,0,-7,-3
0,0,-1,-1,1,0,-2,-2
-1,0,-2,-2,-2,-3,-4,-2
-1,-2,-2,-2,-2,-1,1,-1
