0,1,2,3,4,5,6,7
-1,-1,-2,1,-1,-1,0,-1
-1,0,-1,1,-1,-1,-1,-1
-3,-3,-3,-3,-2,-2,-4,-2
-2,-1,-2,-1,-2,0,-2,0
-2,-1,0,-1,0,2,-3,1
-1,-2,-3,-1,-2,-3,0,-1
-1,-1,-2,-3,0,-1,0,-2
-1,-2,-1,0,-1,-1,0,-1
-2,-1,-2,1,-1,-1,-1,-1
0,0,-1,-2,1,-1,0,-1
-1,-1,-1,0,-1,-2,-1,-1
0,-3,-2,0,1,0,0,0
-1,-2,-1,-1,-6,-3,-2,-3
-1,0,1,-3,-2,-1,0,0
1,0,-1,0,-3,-1,0,1
-1,-2,-4,-2,0,-1,-2,-2
-1,-1,-1,-1,2,0,0,-1
-4,-1,-1,0,0,0,-1,-1
-1,-3,1,2,1,0,0,0
0,0,0,-1,-1,0,-2,-2
1,-1,0,-2,-3,-3,-2,0
-2,-1,-3,-3,-3,-2,-1,-1
-1,0,0,-1,0,-1,-1,-1
0,0,-1,1,0,1,-1,0
-1,-1,-2,-1,-1,-1,-1,0
0,-2,0,2,0,0,-2,0
-1,0,-2,1,-3,-1,-2,-2
-1,0,0,0,1,0,0,0
0,-2,-2,-2,-1,-3,-1,-2
-1,-1,-2,-4,-2,-3,0,-1
-1,-2,-3,-1,0,0,0,-1
0,0,0,-1,-2,0,0,-1
-1,-1,-1,1,0,0,-1,0
-1,-2,-2,-1,-2,0,0,-1
-1,-1,-1,-1,0,-1,-1,0
-2,-1,-1,-1,-4,-2,0,-1
1,-1,0,2,0,0,-1,-1
-1,-2,-1,-1,-1,-3,-2,-2
-3,-2,-1,-4,-2,-3,-2,-2
-1,-2,-2,-1,1,-1,-2,0
-2,-2,-1,-2,1,-1,0,-1
0,-1,-1,2,-2,0,-2,-1
-1,1,-2,-1,-3,-3,0,-1
-2,1,0,-2,-2,-2,-2,-1
-3,0,1,0,-1,-1,-1,-1
-1,-2,-1,1,0,1,-1,-1
-1,0,0,0,0,0,0,-1
-2,-2,-3,-1,0,-2,-3,0
-1,0,-1,1,0,1,1,-1
-2,-1,-3,-4,-4,-4,-1,0
-1,-3,-2,-1,-4,-1,-1,0
-2,-2,-2,-2,-2,-2,0,-1
-1,-3,1,0,-1,-2,-2,-1
-1,-1,0,-3,2,0,-1,-1
-1,-2,-2,0,-1,-1,-3,-3
0,0,0,0,2,0,1,0
0,-1,-1,-3,-4,-1,-2,-2
-2,-2,-2,-1,-2,0,0,-1
-1,1,0,0,-2,-1,-1,-3
-1,0,0,-2,-2,-2,-1,-2
-2,0,-2,0,-3,-1,-2,-2
-2,0,-2,1,-1,1,-1,-1
0,-2,-3,0,1,1,-1,0
0,-1,-2,-2,-3,0,1,-1
-1,-1,-1,-1,-3,-2,-3,0
-1,-2,-1,0,-1,-2,-1,0
-1,0,0,-4,-2,-1,-1,-1
-3,-2,-1,-1,1,0,-2,-1
-2,-2,-3,-2,0,-3,-2,-1
-1,-1,-3,-1,0,0,-1,0
0,-1,-2,0,1,0,-1,-1
-2,-1,0,-3,-1,-2,-2,-2
-2,0,-1,-1,-1,-1,-1,-1
0,-2,-1,-1,1,0,-2,-1
-3,-1,-2,-2,-2,-2,-2,-1
-1,-1,-1,-1,0,1,0,-1
-1,-2,-1,-1,-1,-1,-1,-1
-1,-1,0,-1,-3,-1,-2,-1
-1,-3,1,0,1,0,0,0
-1,-1,0,-1,-2,-2,-1,-2
0,0,0,-1,-1,-1,-1,-1
1,0,-2,-2,-1,0,-3,-1
-1,-1,-1,-1,-1,-1,0,-2
-1,-1,-1,0,0,-1,-1,0
0,-1,-3,-2,-1,-1,-2,-2
1,-1,-1,-3,-1,-2,-1,1
-2,-1,-5,-3,-5,-1,-3,-1
0,-2,-2,-1,-2,-1,-2,-1
-3,0,0,1,1,1,0,-1
-3,1,0,0,2,-2,-1,-2
0,0,1,1,0,-3,-1,-1
1,-3,-2,1,-1,-2,-2,0
-1,-3,-2,-4,-2,-1,-2,2
-3,-1,0,0,-1,-2,0,-2
1,0,0,-1,1,0,-2,0
-1,0,1,0,-2,-3,0,-2
0,0,-2,-1,-2,-1,-1,-1
0,-1,-2,-4,-3,-2,0,0
-1,-3,-2,-1,-1,-1,0,-1
-2,-1,-1,-2,-1,0,0,-1
-2,-1,0,-1,0,-1,1,-2
0,0,0,1,0,-1,-1,0
-1,-1,-1,-3,-3,-1,-1,-2
-2,0,-2,-1,-2,-1,-1,-1
-2,-2,-2,0,-1,-1,0,0
-3,-2,0,-1,0,-2,0,-1
-1,-1,0,-1,-1,-2,-1,-1
-2,-1,0,0,-1,1,-2,-1
1,0,0,-1,2,-2,-2,-2
-1,0,0,-1,-2,-2,-2,-1
0,-4,-3,-3,0,-2,-2,-1
-3,0,-1,-4,-5,0,0,-1
-1,-2,-2,-2,-2,-2,-2,1
-1,-1,-1,-1,0,2,-1,-2
-3,0,0,1,-2,-1,-1,-2
-2,-1,-1,1,1,-3,1,0
0,-1,-1,-1,1,-2,0,-2
-1,-1,-2,-1,-4,0,0,0
-2,1,1,-4,-2,0,-1,-2
-1,-1,-2,-1,0,-1,-3,-2
-1,-1,0,0,-1,-1,-1,-3
0,-1,0,-2,0,-2,-2,-3
0,0,-1,0,0,-1,-2,1
-1,-1,0,1,1,1,0,1
-3,-1,-1,-2,-3,1,-2,-1
-2,-1,-4,-2,-4,-1,-2,0
-2,0,-1,1,1,-2,-1,0
-1,-2,-3,-2,-1,-2,0,-3
-1,0,-2,-1,1,0,-1,-1
0,-2,-1,0,1,-1,0,-2
-2,-1,-3,-2,-4,-2,-1,-1
-1,0,-3,-1,-1,-1,-1,-2
-1,-1,-1,-2,-3,-1,0,-1
-2,-2,1,-1,1,1,-1,-2
-1,-1,-1,-1,2,0,-2,0
0,-2,-1,-1,-3,-2,-3,0
0,-1,-2,-2,-2,-2,-1,0
-1,-2,-3,-4,-3,-3,-1,-1
-2,-1,0,1,0,0,0,0
0,-3,1,-2,0,-2,-2,-1
-3,-1,-4,0,-1,-2,-2,0
-1,0,0,-2,-3,-2,-3,-1
0,-2,-3,-1,0,-2,-1,0
-1,0,0,0,0,-1,0,-1
-2,-1,0,1,-1,-1,-2,-2
0,-1,0,0,0,1,0,-2
-2,-1,0,-1,-6,-3,-2,-1
-2,-1,-1,-3,-3,0,-2,-2
-1,-2,-2,0,0,-1,-1,0
-1,-2,-2,-1,-1,-1,0,0
0,0,0,-3,1,0,0,-3
-2,0,-2,-1,0,-3,0,-2
-1,-1,1,0,-3,-1,0,-2
-1,0,-3,0,-2,-2,2,-2
0,-2,-1,-3,-2,0,-1,-3
1,0,-1,-2,-1,-1,0,0
0,-2,0,-2,1,0,-1,0
-1,0,1,1,0,-1,-1,0
-2,-2,-2,-2,0,0,-1,0
0,-1,-4,-3,-3,-1,-1,-1
0,-1,-1,-1,0,-1,-1,-1
-2,-1,0,0,0,-2,-1,-2
-2,-1,-2,-1,-6,-4,0,-2
-2,0,1,0,0,-2,0,-1
0,-3,-4,-2,1,-2,-3,-1
0,-2,-1,-2,0,0,-1,-2
0,-1,-1,1,1,1,0,0
-1,0,-1,1,0,-1,-1,-1
0,-1,-1,0,-2,0,-1,-1
0,-2,-1,-2,-1,-3,-2,-1
-1,0,-1,-3,0,0,-2,-2
-1,-1,-2,-2,-1,1,-3,-3
-2,0,-1,-1,-2,0,0,-2
0,0,0,1,2,2,0,0
0,-1,0,0,-1,-1,1,0
-1,-1,0,-1,0,-1,-2,0
0,0,-1,-2,-2,0,0,-2
-2,-1,-1,-2,-7,-4,-1,0
-2,-1,-2,1,0,0,0,-2
-2,-1,-3,-3,-3,-1,0,0
-1,-1,0,-1,1,-1,-2,-1
-2,0,-1,1,2,0,0,0
-1,-1,-1,-2,0,-2,-1,-2
0,-2,-2,-1,0,2,1,-2
-1,-1,0,0,-1,-1,0,-2
2,0,-1,-2,0,-1,1,0
-2,-2,-1,2,0,-2,-2,-2
-1,-1,-1,0,1,-2,-1,0
-1,-2,0,-2,-1,-2,0,-1
-2,-2,-2,-3,-1,-2,-1,-1
-3,0,-1,0,-1,-1,-2,-2
-3,-1,-2,0,-1,-1,-1,0
-1,2,0,0,-2,0,0,0
-2,-1,-1,-2,-2,0,-3,-1
1,0,-1,-2,1,0,0,0
-1,-2,0,0,0,-1,-3,-1
0,-2,-2,0,-2,-1,-2,-1
-1,-1,-4,0,1,0,-1,-1
-1,-2,-1,-2,-2,-1,1,-1
-1,-1,0,1,-1,-1,-2,-2
-2,-2,0,-1,-3,-3,1,0
-1,-1,-1,-2,-1,-1,-2,-1
-3,-1,-4,-2,4,3,-2,0
-1,0,0,-2,-6,-4,0,1
0,0,-2,-1,0,2,-1,-1
-1,-2,-2,3,-1,-5,-1,-3
0,0,0,2,1,3,1,-1
-1,-1,-1,-1,4,-2,-4,-1
-3,-1,-2,-7,-13,-10,-2,-1
-1,-3,-1,-3,-2,1,-6,-3
-3,-1,-1,-4,-9,-19,-24,-5
-1,-1,0,2,6,0,13,5
0,1,2,4,7,-2,3,2
-2,-2,-3,-5,-3,6,0,-3
0,0,-1,-1,-4,12,4,1
-6,-4,0,-8,-20,-55,-56,-12
-1,-5,-14,-7,0,45,34,6
1,2,5,6,12,-18,0,2
2,-1,0,3,8,6,4,2
1,2,1,8,7,31,10,3
4,-2,-4,-8,-22,-85,-27,-4
-21,-5,-4,-9,-18,29,-14,-9
17,-4,-3,-4,6,6,6,1
-42,-5,-2,-5,-15,-43,-67,-25
16,12,8,5,8,-46,107,44
-19,-1,2,8,22,75,-31,-23
-61,-16,-11,-10,-18,-36,9,-13
84,19,1,2,-4,25,-42,5
16,-6,-1,-3,-5,-14,9,10
-5,-9,-4,-9,-10,15,0,-13
9,4,-1,8,24,26,36,21
-26,-9,-5,-4,0,-7,2,-9
-23,-3,-8,-7,-2,64,-47,-11
18,-2,-1,-5,-23,-110,-33,9
-30,-7,1,-4,-3,41,-50,-34
-31,5,3,3,-7,-52,35,15
16,-2,3,4,4,21,-45,-25
-33,-2,1,4,22,85,45,19
27,3,-2,-5,-16,-74,-34,4
-11,-5,-4,-2,15,69,10,-6
5,-4,-5,-4,-9,-28,-49,-5
-6,0,-2,-2,-16,-85,13,1
27,12,7,18,54,114,116,25
15,-6,-3,-4,-20,-75,-44,-11
-19,2,7,5,10,42,43,9
17,3,-7,-8,-12,-28,-37,0
-4,4,4,3,-2,-6,38,19
-28,-7,-3,-4,-3,-13,-48,-23
64,6,0,0,11,93,89,30
4,-13,-6,2,1,-9,8,14
1,0,2,6,6,-51,-53,-14
-2,-2,-3,0,11,49,15,-1
-26,-2,1,2,-9,-21,-37,-21
9,-4,-7,-19,-32,-71,-42,-17
6,0,1,1,16,64,21,28
11,1,3,11,12,50,40,12
-13,-4,-5,-8,3,-68,-5,-2
7,6,6,12,11,65,54,6
-2,-3,-4,-7,-7,-38,-35,-7
-60,-5,-2,-3,-14,-38,-34,-19
30,7,-6,-6,-2,103,45,4
-10,11,4,9,6,-73,-58,-11
-5,-9,-4,-9,-18,40,54,-2
18,0,5,5,39,83,-1,15
-36,7,-4,10,12,5,-44,-17
-1,-15,-5,-5,-8,-40,-45,-20
9,0,-1,-7,-14,11,-3,-1
17,-3,0,-2,1,36,85,25
-22,-5,1,-2,-10,-68,-56,-10
19,8,-4,-8,-4,27,31,5
-11,-3,-1,-2,-8,-8,-48,-28
42,2,2,6,18,12,67,29
-19,-10,2,-3,-11,-52,-43,-11
-15,10,1,1,2,4,-9,-2
7,-13,-10,-8,-23,-71,-26,-20
-15,6,-6,-8,-18,1,-2,-6
9,-8,-4,2,12,46,-6,-12
26,13,5,3,-3,-10,42,27
-13,-9,-5,-5,-5,-33,-54,-16
10,-1,-1,-4,0,5,0,-14
-6,4,1,-1,-10,-41,-3,9
-34,-32,-11,-7,2,-7,-42,-17
12,10,7,6,1,103,98,33
1,-2,-4,-2,3,-39,-15,6
0,-4,1,-4,-13,-51,-14,-1
-3,0,1,2,10,17,16,-3
-25,7,1,1,-1,-27,-32,-12
-30,0,-1,-4,-11,-28,-27,3
-1,-13,-9,-1,4,50,-43,-17
2,7,4,5,6,14,-1,-1
-2,-2,1,6,2,-17,40,20
-21,4,3,-2,-10,24,23,-11
